Serial number,Phone number,Location,Occupation,Qualified,Age,Type,Clients Attended,Minimum wage,Aadhar Card,Gender,Doorstep Service,Morning Available,Afternoon Available,Evening Available,References
1420,9638395832,Vishrantwadi,Janitor,Yes,31,Full time,14,3500,7191-0890-3421,Male,,Yes,Yes,Yes,
1421,9098243084,Kharadi,Cashier,Yes,32,Part time,11,2000,5380-8919-7697,Male,,No,Yes,Yes,
1422,7889000270,Koregaon Park,Receptionist,Yes,32,Part time,11,3500,0528-1158-3372,Female,,Yes,Yes,No,
1423,8848663436,Hinjewadi,Salesperson,No,20,Part time,6,2000,2143-8858-1735,Female,,Yes,Yes,No,
1424,7007774772,Swargate,Tailor,No,31,Full time,14,6000,7916-8859-3004,Female,Yes,Yes,Yes,No,
1425,8191471574,Deccan,Accountant,Yes,21,Part time,12,6000,0102-2352-9273,Female,,No,Yes,Yes,
1426,9476463017,Balewadi,Accountant,No,28,Full time,2,1500,4175-7140-1633,Male,,Yes,Yes,Yes,
1427,8125127398,Wanowrie,Salesperson,Yes,34,Full time,14,2500,7509-1663-8787,Female,,No,Yes,Yes,
1428,9981943532,Kharadi,Waitress,No,34,Part time,14,3500,5457-1393-9188,Female,,Yes,Yes,No,
1429,7324274573,Parvati,Tailor,No,28,Part time,11,3500,5479-6816-6291,Male,Yes,Yes,Yes,No,
1430,9446133037,Hadapsar,Salesperson,Yes,35,Part time,1,5500,6885-4182-8780,Female,,Yes,Yes,No,
1431,9957472271,Katraj,Delivery Boy,Yes,31,Full time,13,3000,7213-4939-8439,Male,,Yes,Yes,Yes,
1432,8304803446,Khadki,Salesperson,No,22,Part time,6,5000,2107-5748-1374,Female,,Yes,Yes,No,
1433,7782435053,Ambegaon,Electrician,Yes,34,Full time,7,4500,1183-4230-2371,Male,,Yes,Yes,Yes,
1434,7533119977,Wagholi,Cashier,Yes,33,Part time,5,2500,1127-7628-7028,Male,,No,Yes,Yes,
1435,7302852081,Pimplesaudagar,Electrician,Yes,26,Part time,6,7000,5641-0603-8809,Male,,Yes,No,No,
1436,7514785566,Paud Road,Brick mason,No,24,Full time,1,4500,8129-0746-9059,Male,,Yes,Yes,Yes,
1437,8098023262,Pashan,Tailor,Yes,36,Part time,11,6000,3790-6392-7424,Male,Yes,No,Yes,Yes,
1438,9601327740,Aundh,Salesperson,No,32,Full time,5,5000,6102-5123-7277,Male,,Yes,Yes,Yes,
1439,8381993519,Pimplesaudagar,Cashier,Yes,29,Full time,4,3500,6868-7233-3800,Female,,Yes,Yes,No,
1440,7126409679,Dhayari,Painter,Yes,34,Full time,3,4000,7155-5306-5223,Male,,Yes,Yes,Yes,
1441,9036657792,Dhayari,Brick mason,No,39,Part time,10,7000,6309-6891-8765,Male,,No,Yes,Yes,
1442,9867952992,Gultekdi,Accountant,No,30,Part time,13,1500,3691-8523-8119,Male,,No,Yes,Yes,
1443,7335118980,Ambegaon,Tailor,Yes,32,Part time,9,5500,1376-8136-0316,Male,Yes,Yes,Yes,No,
1444,7031498041,Fatimanagar,Tailor,No,31,Full time,12,6000,4469-9154-3760,Female,Yes,Yes,Yes,No,
1445,7693748076,Saswad,Accountant,No,25,Full time,1,3000,1614-3007-1875,Female,,Yes,Yes,Yes,
1446,9863851254,Deccan,Cook,Yes,27,Full time,3,4000,6447-3470-8726,Male,Yes,Yes,Yes,Yes,
1447,7852101821,Mundhwa,Tailor,No,28,Full time,11,4000,3407-6719-4978,Female,Yes,Yes,Yes,No,
1448,7091785131,Dattawadi,Waitress,Yes,23,Full time,8,1500,1611-0640-2373,Female,,Yes,Yes,No,
1449,9431985490,Chinchwad,Cashier,Yes,34,Part time,14,1500,5030-9082-5937,Female,,Yes,Yes,Yes,
1450,9030398466,Ganeshkhind,Waiter,Yes,21,Full time,14,7000,0476-6554-4921,Male,,Yes,Yes,Yes,
1451,8146704165,Khadakwasla,Driver,Yes,18,Part time,5,1500,5346-2843-9218,Male,,Yes,Yes,No,
1452,8498349442,Nigdi,Cashier,No,24,Full time,5,5000,8659-3198-2265,Female,,No,Yes,Yes,
1453,9578529209,Wagholi,Mechanic,Yes,39,Full time,15,6500,8131-4734-8632,Male,,Yes,Yes,Yes,
1454,7394958940,Mundhwa,Tailor,No,32,Part time,8,5000,6320-3906-1499,Male,Yes,Yes,Yes,No,
1455,7546131296,Swargate,Salesperson,Yes,34,Part time,15,1000,3050-6269-7737,Female,,Yes,Yes,No,
1456,7834339291,Swargate,Worker,No,23,Part time,10,6000,0062-7412-5906,Male,,No,Yes,Yes,
1457,7749778838,Salisbury Park,Waitress,No,32,Part time,5,4000,8506-8260-3874,Female,,Yes,Yes,No,
1458,7560229307,Fatimanagar,Delivery Boy,Yes,34,Full time,8,4000,3279-7029-3249,Male,,Yes,Yes,Yes,
1459,8410565244,Hinjewadi,Salesperson,No,24,Full time,3,2000,8848-4337-9403,Male,,Yes,Yes,Yes,
1460,9799956424,Saswad,Tailor,Yes,27,Full time,2,4000,2908-7782-3270,Male,No,Yes,Yes,Yes,
1461,8821071984,Khadki,Mechanic,No,36,Full time,11,3500,5702-1674-3212,Male,,Yes,Yes,Yes,
1462,9591323867,Chinchwad,Driver,Yes,21,Full time,4,1500,2529-5356-6649,Male,,Yes,Yes,Yes,
1463,7513900031,Shivajinagar,Delivery Boy,No,32,Part time,14,2000,1823-2725-5151,Male,,Yes,Yes,No,
1464,7359220646,Dhankawadi,Cashier,No,18,Part time,1,7000,1402-8296-9974,Male,,Yes,No,No,
1465,7472861177,Sahakarnagar,Mehndi Artist,No,21,Part time,8,6000,2330-6124-6346,Female,No,Yes,No,No,
1466,7427633145,Sahakarnagar,Security Guard,No,24,Full time,1,5500,1941-5161-2187,Male,,Yes,Yes,Yes,
1467,9798640028,Mundhwa,Salesperson,Yes,22,Full time,15,1500,5563-3018-0262,Male,,Yes,Yes,Yes,
1468,9708440605,Balewadi,Tailor,Yes,20,Part time,9,5000,8051-1844-5188,Female,No,Yes,Yes,No,
1469,7164030576,Khadki,Tailor,Yes,35,Part time,2,5500,0385-5000-7245,Female,Yes,Yes,Yes,Yes,
1470,8704549086,Khadakwasla,Cook,Yes,33,Part time,10,5500,6578-8978-5686,Male,Yes,No,Yes,Yes,
1471,9403157751,Fatimanagar,Waiter,Yes,40,Full time,6,3000,5492-7643-7052,Male,,Yes,Yes,Yes,
1472,9979245347,Singhgad Road,Delivery Boy,Yes,29,Part time,15,4500,2091-8937-9218,Male,,Yes,Yes,No,
1473,8604051983,Mundhwa,Tailor,No,21,Part time,10,4000,5693-4264-3530,Female,No,Yes,Yes,No,
1474,9417828437,Pimplesaudagar,Tailor,Yes,22,Full time,11,4000,4173-7130-4391,Male,No,Yes,Yes,Yes,
1475,7255422646,Dhayari,Receptionist,Yes,31,Full time,7,6000,6937-6198-2409,Male,,Yes,Yes,Yes,
1476,8088645787,Bibewadi,Cashier,Yes,37,Part time,8,6000,4886-7031-1545,Male,,No,Yes,Yes,
1477,7613487849,Kondhwa,Janitor,Yes,23,Part time,8,5000,9586-5698-6656,Male,,Yes,Yes,No,
1478,8113405082,Bibewadi,Cook,No,25,Part time,11,1500,6864-6856-6803,Female,Yes,Yes,No,Yes,
1479,8661350568,Deccan,Salesperson,No,33,Part time,4,7000,3744-2259-2247,Male,,No,Yes,Yes,
1480,7965261248,Paud Road,Maid,No,31,Full time,9,7000,1311-6457-2624,Female,Yes,Yes,No,Yes,
1481,9263880174,Pashan,Carpenter,Yes,21,Part time,7,2500,2896-0687-3656,Male,,Yes,Yes,No,
1482,9409131183,Ghorpadi,Salesperson,No,35,Part time,7,6500,1850-3018-6495,Male,,No,Yes,Yes,
1483,7645793090,Aundh,Accountant,No,32,Part time,11,3000,8150-7426-6435,Female,,Yes,Yes,No,
1484,7317994761,Pashan,Accountant,Yes,21,Part time,10,4000,8762-2799-7569,Female,,No,Yes,Yes,
1485,7503947201,Shivajinagar,Plumber,Yes,34,Part time,15,5500,2758-3875-1042,Male,,No,Yes,Yes,
1486,7549248124,Kondhwa,Receptionist,Yes,33,Part time,8,3500,5999-7342-8397,Male,,Yes,Yes,No,
1487,8143934259,Chinchwad,Worker,No,18,Full time,15,7000,5774-9830-2641,Male,,Yes,Yes,Yes,
1488,9426748658,Wagholi,Accountant,No,25,Part time,14,4500,5632-8479-2987,Female,,Yes,Yes,No,
1489,8814220433,Dhankawadi,Delivery Boy,No,33,Part time,5,1500,6499-5790-9135,Male,,No,Yes,Yes,
1490,7321216989,Ghorpadi,Accountant,Yes,29,Part time,12,5500,2815-3416-4996,Female,,Yes,Yes,No,
1491,9051053117,Parvati,Carpenter,Yes,28,Full time,6,7000,3008-0519-5705,Male,,Yes,Yes,Yes,
1492,9079920819,Saswad,Cashier,Yes,34,Part time,8,7000,5023-5341-6166,Male,,Yes,Yes,No,
1493,8416251014,Salisbury Park,Security Guard,No,26,Part time,11,2000,0835-9550-3072,Male,,Yes,Yes,No,
1494,7113307431,Aundh,Driver,No,23,Full time,5,3500,8720-7242-2100,Male,,Yes,Yes,Yes,
1495,8430930625,Bibewadi,Mehndi Artist,Yes,30,Full time,14,6000,8728-2309-0977,Female,Yes,Yes,No,Yes,
1496,7767188208,Vishrantwadi,Worker,Yes,28,Full time,5,5500,7659-8170-9667,Male,,Yes,Yes,Yes,
1497,7874125047,Khadakwasla,Cashier,No,38,Part time,2,1000,7882-9966-0957,Male,,No,Yes,Yes,
1498,9454450229,Khadki,Waiter,No,26,Full time,8,5000,1967-8921-1476,Male,,Yes,Yes,Yes,
1499,9736312993,Vishrantwadi,Janitor,Yes,31,Full time,6,3000,7843-7572-9279,Male,,Yes,Yes,Yes,
1500,7454549311,Swargate,Waiter,Yes,22,Part time,5,7000,0528-5308-7243,Male,,Yes,Yes,No,
1501,8082056756,Hinjewadi,Plumber,No,38,Full time,5,5000,4186-1245-1662,Male,,Yes,Yes,Yes,
1502,9505009816,Balewadi,Salesperson,Yes,32,Part time,7,4000,5056-5702-6750,Female,,Yes,Yes,No,
1503,9632573525,Deccan,Plumber,Yes,22,Part time,13,4000,5370-6329-4985,Male,,Yes,Yes,No,
1504,9686169889,Swargate,Security Guard,Yes,31,Full time,7,1000,0812-8139-6221,Male,,Yes,Yes,Yes,
1505,7787869844,Baner,Salesperson,Yes,26,Part time,12,2500,0247-8063-6937,Male,,Yes,Yes,No,
1506,9628168121,Kondhwa,Receptionist,No,32,Full time,10,7000,8552-8266-3715,Male,,Yes,Yes,Yes,
1507,7330711350,Vitthalwadi,Receptionist,No,22,Full time,8,6500,6204-5378-8030,Female,,Yes,Yes,No,
1508,7039309484,Khadki,Tailor,No,25,Full time,11,5000,1270-6977-1661,Female,Yes,Yes,Yes,No,
1509,7223361255,Ghorpadi,Cook,No,24,Part time,15,6500,8700-3874-3240,Female,Yes,Yes,No,Yes,
1510,7089108485,Swargate,Waitress,No,29,Part time,10,5000,6771-7798-9106,Female,,Yes,Yes,No,
1511,7918918672,Dhayari,Mechanic,No,32,Full time,2,4500,3272-4664-5612,Male,,Yes,Yes,Yes,
1512,9846510045,Katraj,Waiter,Yes,30,Full time,5,4500,8605-6633-7452,Male,,Yes,Yes,Yes,
1513,9532713545,Ghorpadi,Carpenter,Yes,28,Part time,7,4500,9232-5892-2847,Male,,Yes,No,Yes,
1514,8410016644,Baner,Tailor,No,27,Part time,7,3000,8659-8267-2647,Female,No,No,Yes,No,
1515,8690927090,Nigdi,Delivery Boy,Yes,33,Part time,2,5000,0529-1173-7902,Male,,No,Yes,Yes,
1516,9840199659,Bavdhan,Receptionist,Yes,31,Part time,7,4000,5634-3339-4208,Male,,No,Yes,Yes,
1517,9723749542,Fatimanagar,Delivery Boy,No,22,Full time,4,1000,4331-0686-6769,Male,,Yes,Yes,Yes,
1518,8157819087,Wagholi,Electrician,No,22,Full time,13,7000,8329-7625-5281,Male,,Yes,Yes,Yes,
1519,9005208507,Fatimanagar,Cook,Yes,32,Part time,2,5000,5169-4025-3166,Female,Yes,Yes,No,Yes,
1520,7220508240,Kondhwa,Maid,No,25,Full time,4,2500,2680-1458-8818,Female,Yes,Yes,No,Yes,
1521,8045985472,Hinjewadi,Worker,No,31,Part time,5,3000,1690-4142-3283,Male,,No,Yes,Yes,
1522,8816472049,Hadapsar,Brick mason,Yes,28,Full time,13,7000,5595-4304-0783,Male,,Yes,Yes,Yes,
1523,8899147750,Ambegaon,Janitor,Yes,36,Full time,6,2500,0697-0396-3998,Male,,Yes,Yes,Yes,
1524,8944905724,Kondhwa,Receptionist,Yes,19,Part time,7,3000,7313-9143-0385,Male,,Yes,No,No,
1525,8019169744,Hadapsar,Painter,Yes,39,Full time,15,1500,5985-2784-4524,Male,,Yes,Yes,Yes,
1526,8873352391,Ghorpadi,Mechanic,Yes,38,Part time,14,4000,1676-0625-7368,Male,,No,Yes,Yes,
1527,7609797517,Koregaon Park,Carpenter,Yes,39,Part time,9,4000,0329-2966-5123,Male,,No,Yes,Yes,
1528,8436079405,Kondhwa,Cook,Yes,30,Part time,8,2500,6888-5685-9634,Male,Yes,Yes,Yes,No,
1529,7396460609,Pashan,Worker,Yes,29,Part time,1,6500,8731-1324-5678,Male,,Yes,Yes,No,
1530,7115289375,Camp,Cashier,Yes,38,Full time,13,2000,6012-7652-9445,Male,,Yes,Yes,Yes,
1531,9407799049,Gultekdi,Tailor,Yes,35,Full time,7,4000,9996-7522-0765,Male,No,Yes,Yes,Yes,
1532,8678608778,Dhayari,Waiter,No,39,Full time,10,4000,4077-7038-9666,Male,,Yes,Yes,Yes,
1533,8256946732,Katraj,Cook,Yes,25,Full time,9,1500,5265-2554-3163,Female,Yes,Yes,Yes,Yes,
1534,8180486341,Singhgad Road,Accountant,Yes,27,Full time,8,6500,5561-8018-3801,Female,,No,Yes,No,
1535,8096345188,Swargate,Mehndi Artist,Yes,23,Part time,2,6000,5610-5163-9778,Female,No,Yes,No,Yes,
1536,9726489349,Kharadi,Tailor,Yes,26,Part time,13,4000,1841-9597-1720,Female,No,No,Yes,Yes,
1537,7141102857,Hinjewadi,Waitress,Yes,29,Full time,9,1500,8555-4503-8613,Female,,Yes,Yes,No,
1538,7421513187,Kondhwa,Mechanic,No,21,Part time,14,2500,3629-6908-2670,Male,,Yes,Yes,No,
1539,9835896875,Saswad,Cook,No,31,Full time,5,3000,3600-9732-5460,Male,Yes,Yes,Yes,Yes,
1540,8811271176,Ambegaon,Cook,No,24,Part time,2,4000,4398-6270-0770,Female,Yes,Yes,No,Yes,
1541,8732996136,Deccan,Brick mason,No,29,Full time,10,6500,6086-9574-1712,Male,,Yes,Yes,Yes,
1542,7584566662,Khadakwasla,Mehndi Artist,Yes,30,Part time,3,1500,1888-8196-6563,Female,No,Yes,No,No,
1543,7800048171,Saswad,Driver,Yes,35,Part time,1,5000,8314-8690-6314,Male,,No,Yes,Yes,
1544,9346840237,Aundh,Waiter,No,21,Full time,5,4500,0852-5683-4086,Male,,Yes,Yes,Yes,
1545,8362970655,Pimplesaudagar,Waitress,No,27,Part time,2,7000,2853-3691-5275,Female,,Yes,Yes,No,
1546,7780686570,Sahakarnagar,Painter,Yes,36,Full time,13,2000,9615-9183-7011,Male,,Yes,Yes,Yes,
1547,9038799363,Paud Road,Painter,No,36,Part time,8,4500,9234-9008-0070,Male,,No,Yes,Yes,
1548,7564897703,Koregaon Park,Salesperson,Yes,30,Part time,12,6500,2344-8916-7211,Female,,Yes,Yes,No,
1549,7498607764,Fatimanagar,Mehndi Artist,No,21,Full time,1,4500,4570-4965-7729,Female,No,Yes,Yes,No,
1550,7992644005,Deccan,Tailor,Yes,24,Part time,7,4000,6558-8299-6369,Male,Yes,Yes,Yes,No,
1551,7352429527,Singhgad Road,Delivery Boy,No,34,Full time,14,5500,4353-4177-5899,Male,,Yes,Yes,Yes,
1552,8307784337,Nigdi,Waitress,Yes,29,Full time,11,1000,5882-6281-1646,Female,,Yes,Yes,No,
1553,7217424770,Koregaon Park,Plumber,No,29,Full time,5,4000,5149-0242-6733,Male,,Yes,Yes,Yes,
1554,7239598483,Dhayari,Maid,Yes,22,Part time,6,2000,0536-5102-0240,Female,Yes,Yes,No,Yes,
1555,9775958401,Paud Road,Driver,Yes,36,Part time,4,1000,8360-9797-2084,Male,,Yes,Yes,No,
1556,8503904473,Kharadi,Accountant,No,28,Part time,11,4500,1466-0281-6732,Female,,Yes,Yes,No,
1557,7803543384,Chinchwad,Waitress,No,35,Part time,8,5500,9833-1533-3186,Female,,Yes,Yes,No,
1558,8503174410,Balewadi,Maid,Yes,32,Part time,3,7000,4895-7927-7962,Female,Yes,Yes,No,Yes,
1559,8748554710,Baner,Mehndi Artist,No,26,Part time,13,5500,8656-1437-1936,Female,Yes,Yes,Yes,Yes,
1560,7954213962,Deccan,Maid,Yes,21,Full time,4,2000,3084-4851-6897,Female,Yes,Yes,No,Yes,
1561,7059715177,Ambegaon,Accountant,No,35,Full time,2,6500,0974-8124-8232,Male,,Yes,Yes,Yes,
1562,9245828456,Hadapsar,Plumber,Yes,36,Part time,8,4000,6635-6181-3096,Male,,Yes,Yes,No,
1563,7338128788,Wagholi,Salesperson,Yes,32,Full time,3,2000,6757-6929-7414,Female,,Yes,Yes,Yes,
1564,8688623479,Saswad,Worker,No,22,Full time,4,4000,6340-4694-8485,Male,,Yes,Yes,Yes,
1565,9073663387,Dhayari,Brick mason,Yes,29,Full time,13,5500,3223-9898-8080,Male,,Yes,Yes,Yes,
1566,7713805630,Dhayari,Driver,No,30,Full time,9,4500,5958-2826-1881,Male,,Yes,Yes,Yes,
1567,7231438257,Dhayari,Cook,No,23,Full time,15,7000,8431-8778-5805,Female,Yes,Yes,No,Yes,
1568,9744079180,Khadki,Receptionist,No,20,Full time,9,7000,3502-1727-9288,Female,,Yes,Yes,No,
1569,8431086972,Katraj,Maid,Yes,18,Full time,8,7000,7870-7976-9815,Female,Yes,Yes,No,Yes,
1570,8065240229,Singhgad Road,Tailor,Yes,26,Full time,8,6500,8239-8201-7334,Female,Yes,Yes,Yes,No,
1571,7577792765,Dhayari,Mehndi Artist,No,29,Full time,15,2000,5402-8416-8159,Female,Yes,Yes,No,Yes,
1572,9294023252,Balewadi,Worker,No,27,Full time,8,5000,3395-8205-8226,Male,,Yes,Yes,Yes,
1573,7591737332,Vitthalwadi,Driver,Yes,38,Part time,10,6500,1922-6222-6759,Male,,No,Yes,Yes,
1574,8078600620,Hadapsar,Cook,Yes,23,Part time,3,3500,1675-2237-5171,Male,Yes,No,Yes,Yes,
1575,8105005002,Gultekdi,Receptionist,No,19,Full time,9,5500,1663-0817-8848,Male,,Yes,Yes,Yes,
1576,7999419838,Dhankawadi,Receptionist,No,25,Part time,14,7000,7663-6748-9913,Female,,Yes,Yes,No,
1577,9139042836,Katraj,Worker,No,25,Full time,9,6000,8259-3770-9657,Male,,Yes,Yes,Yes,
1578,8519331925,Swargate,Tailor,Yes,24,Part time,9,2000,0176-3392-7899,Male,No,No,Yes,Yes,
1579,8509562091,Swargate,Janitor,No,32,Full time,2,3500,7391-2648-0949,Male,,Yes,Yes,Yes,
1580,9427417732,Balewadi,Receptionist,No,30,Part time,2,4500,3620-4592-5479,Male,,No,Yes,Yes,
1581,7121909721,Aundh,Accountant,No,30,Part time,5,3000,1614-9002-1300,Female,,Yes,Yes,No,
1582,9406784785,Salisbury Park,Janitor,No,27,Full time,5,4000,8959-9756-3414,Male,,Yes,Yes,Yes,
1583,9196241839,Dhayari,Driver,No,22,Part time,12,5000,2494-2109-1766,Male,,No,Yes,Yes,
1584,8702862150,Paud Road,Waitress,Yes,26,Full time,5,3000,1900-3982-6055,Female,,Yes,Yes,Yes,
1585,7641220562,Hadapsar,Tailor,Yes,30,Part time,8,5500,8256-7455-9167,Female,Yes,Yes,Yes,No,
1586,7868901033,Aundh,Cook,No,25,Part time,2,6500,3871-2990-1310,Female,Yes,Yes,No,Yes,
1587,7447063820,Wanowrie,Janitor,Yes,39,Part time,11,5500,6292-4811-1999,Male,,No,Yes,Yes,
1588,8545575219,Chinchwad,Accountant,Yes,25,Part time,15,6000,1368-0742-1827,Male,,Yes,Yes,No,
1589,8817431953,Kharadi,Accountant,No,32,Full time,12,4500,1908-6321-6962,Male,,Yes,Yes,Yes,
1590,9096667405,Deccan,Worker,Yes,24,Part time,14,7000,5579-5562-1758,Male,,No,Yes,Yes,
1591,7196143836,Nigdi,Accountant,Yes,30,Full time,10,4000,7335-8064-9876,Female,,Yes,Yes,No,
1592,7041752963,Hinjewadi,Waiter,No,36,Full time,7,3500,3857-8871-4037,Male,,Yes,Yes,Yes,
1593,8178268071,Bavdhan,Receptionist,Yes,30,Part time,13,5500,4252-0647-1310,Female,,Yes,Yes,No,
1594,9640380891,Camp,Electrician,Yes,38,Part time,8,4000,8241-4004-6022,Male,,Yes,Yes,No,
1595,7055907998,Kharadi,Mechanic,No,37,Part time,6,3500,5620-3529-0662,Male,,No,Yes,Yes,
1596,8271989496,Swargate,Mechanic,No,27,Full time,12,1500,5678-7710-3697,Male,,Yes,Yes,Yes,
1597,9293519597,Camp,Delivery Boy,Yes,35,Part time,12,3500,1119-8801-2628,Male,,Yes,Yes,No,
1598,7387307893,Dhole Patil Road,Cook,No,25,Full time,15,2000,4212-8791-2024,Male,Yes,Yes,Yes,Yes,
1599,7501277243,Bibewadi,Maid,Yes,21,Part time,6,4000,4820-5677-8324,Female,Yes,Yes,No,Yes,
1600,8586951483,Pashan,Mehndi Artist,Yes,26,Full time,2,1500,9103-1782-5900,Female,Yes,Yes,Yes,Yes,
